,time,open,high,low,close,tick_volume,spread,real_volume
417,1675261080,1.08935,1.08944,1.08933,1.08933,37,8,0
418,1675261140,1.08932,1.08934,1.08927,1.08932,31,8,0
419,1675261200,1.08933,1.08944,1.08932,1.08943,42,7,0
420,1675261260,1.08944,1.0895,1.08941,1.0895,38,7,0
421,1675261320,1.08951,1.08954,1.08933,1.08933,56,8,0
422,1675261380,1.08937,1.08939,1.08926,1.08928,39,8,0
423,1675261440,1.08927,1.08929,1.08925,1.08928,20,9,0
424,1675261500,1.08928,1.08928,1.08926,1.08927,24,9,0
425,1675261560,1.08927,1.0893,1.08917,1.08928,25,7,0
426,1675261620,1.08928,1.08939,1.08928,1.08939,17,8,0
427,1675261680,1.08939,1.08946,1.08939,1.08944,13,9,0
428,1675261740,1.08944,1.0895299999999999,1.08938,1.0895299999999999,26,9,0
429,1675261800,1.0895299999999999,1.08957,1.08946,1.08946,38,7,0
430,1675261860,1.08946,1.08951,1.08943,1.08943,27,8,0
431,1675261920,1.08943,1.08952,1.08943,1.08944,40,8,0
432,1675261980,1.08944,1.08955,1.08944,1.08948,40,8,0
433,1675262040,1.08948,1.08954,1.08943,1.08954,16,8,0
434,1675262100,1.08954,1.08973,1.08952,1.08972,32,6,0
435,1675262160,1.08972,1.08972,1.08961,1.08961,42,7,0
436,1675262220,1.08961,1.08961,1.08932,1.08937,39,5,0
437,1675262280,1.08937,1.08937,1.08918,1.08919,29,7,0
438,1675262340,1.0892,1.08928,1.08918,1.08923,49,7,0
439,1675262400,1.08923,1.08936,1.08922,1.08932,24,8,0
440,1675262460,1.08931,1.08934,1.08928,1.08932,25,9,0
441,1675262520,1.08938,1.08942,1.08931,1.08939,22,7,0
442,1675262580,1.08939,1.0895,1.08939,1.08949,8,7,0
443,1675262640,1.08949,1.0895299999999999,1.08949,1.0895299999999999,13,8,0
444,1675262700,1.0895299999999999,1.0895299999999999,1.0894,1.0894,21,7,0
445,1675262760,1.0894,1.08942,1.08926,1.08934,28,5,0
446,1675262820,1.08934,1.0895299999999999,1.08929,1.08945,50,6,0
447,1675262880,1.08945,1.08946,1.08893,1.08893,70,6,0
448,1675262940,1.08893,1.08903,1.08878,1.08884,65,2,0
449,1675263000,1.08884,1.08893,1.08876,1.08881,78,8,0
450,1675263060,1.08881,1.08894,1.08881,1.08891,35,7,0
451,1675263120,1.08891,1.08904,1.08891,1.08904,43,6,0
452,1675263180,1.08904,1.08914,1.08888,1.08891,40,5,0
453,1675263240,1.08891,1.08907,1.0889,1.08907,27,8,0
454,1675263300,1.08908,1.08916,1.08903,1.08913,47,7,0
455,1675263360,1.08913,1.08943,1.08911,1.08941,69,8,0
456,1675263420,1.08942,1.08944,1.08926,1.08929,72,7,0
457,1675263480,1.08929,1.08929,1.08897,1.0890900000000001,81,7,0
458,1675263540,1.0890900000000001,1.08921,1.08904,1.08907,71,6,0
459,1675263600,1.08911,1.08913,1.08905,1.08911,52,9,0
460,1675263660,1.08911,1.08913,1.089,1.08903,61,2,0
461,1675263720,1.08903,1.08918,1.08901,1.08901,50,5,0
462,1675263780,1.08901,1.08907,1.08877,1.0889199999999999,55,3,0
463,1675263840,1.0889199999999999,1.08914,1.08891,1.08901,77,4,0
464,1675263900,1.08902,1.08911,1.08893,1.08893,63,7,0
465,1675263960,1.0889199999999999,1.08897,1.08882,1.08891,42,6,0
466,1675264020,1.08891,1.08895,1.08887,1.08887,43,7,0
467,1675264080,1.08887,1.08903,1.08887,1.08894,71,6,0
468,1675264140,1.08894,1.08924,1.08894,1.08923,37,6,0
469,1675264200,1.08923,1.08942,1.08923,1.08939,69,6,0
470,1675264260,1.08939,1.08944,1.08934,1.08942,50,6,0
471,1675264320,1.08942,1.08951,1.08936,1.08948,43,6,0
472,1675264380,1.0895,1.08952,1.08937,1.08942,40,8,0
473,1675264440,1.08942,1.08952,1.0893,1.08938,88,6,0
474,1675264500,1.08938,1.0907,1.08932,1.09044,335,0,0
475,1675264560,1.09044,1.0906,1.09024,1.09035,143,1,0
476,1675264620,1.09035,1.09045,1.09008,1.09011,183,7,0
477,1675264680,1.09012,1.09019,1.09002,1.09006,104,7,0
478,1675264740,1.09007,1.09007,1.08966,1.08986,124,5,0
479,1675264800,1.08994,1.09053,1.08994,1.09033,173,4,0
480,1675264860,1.09033,1.09043,1.09028,1.09036,124,7,0
481,1675264920,1.09036,1.09064,1.09034,1.09057,219,4,0
482,1675264980,1.09057,1.09063,1.09007,1.09008,141,7,0
483,1675265040,1.09007,1.09032,1.09007,1.09021,132,6,0
484,1675265100,1.09021,1.0905,1.09021,1.0903100000000001,112,3,0
485,1675265160,1.09032,1.09032,1.09008,1.09011,102,4,0
486,1675265220,1.09011,1.0901399999999999,1.08999,1.09002,89,7,0
487,1675265280,1.09001,1.09006,1.08987,1.08998,76,8,0
488,1675265340,1.08998,1.09015,1.08996,1.09002,75,7,0
489,1675265400,1.09002,1.09015,1.08995,1.09015,50,6,0
490,1675265460,1.09015,1.09034,1.0901,1.09033,91,1,0
491,1675265520,1.09033,1.0905,1.0903100000000001,1.0904,106,6,0
492,1675265580,1.09041,1.09044,1.0902,1.0903,110,5,0
493,1675265640,1.0903,1.0903,1.08997,1.09006,112,4,0
494,1675265700,1.09006,1.09022,1.09002,1.09017,83,6,0
495,1675265760,1.09017,1.09026,1.09011,1.09011,89,8,0
496,1675265820,1.09011,1.09037,1.09009,1.09032,56,2,0
497,1675265880,1.09032,1.09035,1.09001,1.09022,57,5,0
498,1675265940,1.09019,1.09022,1.09007,1.09016,46,3,0
499,1675266000,1.09016,1.09016,1.09006,1.09007,54,6,0
500,1675266060,1.09005,1.09017,1.08992,1.09016,79,6,0
501,1675266120,1.09016,1.09025,1.09008,1.0902,79,8,0
502,1675266180,1.0902,1.09041,1.0902,1.09038,75,7,0
503,1675266240,1.09039,1.09041,1.0902,1.09027,74,6,0
504,1675266300,1.09027,1.09043,1.09027,1.09041,63,6,0
505,1675266360,1.09041,1.09053,1.09037,1.09039,75,7,0
506,1675266420,1.09039,1.09062,1.09039,1.09061,77,7,0
507,1675266480,1.09061,1.09064,1.0904,1.09045,66,6,0
508,1675266540,1.09045,1.09053,1.09041,1.09047,55,7,0
509,1675266600,1.09047,1.09062,1.09046,1.09061,69,7,0
510,1675266660,1.09061,1.09084,1.09061,1.09073,77,2,0
511,1675266720,1.09073,1.09086,1.09071,1.09072,76,7,0
512,1675266780,1.09072,1.09076,1.09056,1.09062,79,6,0
513,1675266840,1.09062,1.09087,1.09061,1.09081,60,7,0
514,1675266900,1.09081,1.09082,1.09071,1.0908,70,7,0
515,1675266960,1.0908,1.09093,1.09071,1.0907499999999999,86,7,0
516,1675267020,1.0907499999999999,1.09077,1.09046,1.09046,105,5,0
517,1675267080,1.09046,1.09056,1.09041,1.09054,61,4,0
518,1675267140,1.09055,1.0906,1.09034,1.09036,103,7,0
519,1675267200,1.09035,1.09046,1.09032,1.09045,64,6,0
520,1675267260,1.09046,1.09052,1.09039,1.09046,59,6,0
521,1675267320,1.09046,1.09049,1.09036,1.09041,80,8,0
522,1675267380,1.09041,1.09054,1.09036,1.09041,59,7,0
523,1675267440,1.09042,1.09048,1.09027,1.09029,48,3,0
524,1675267500,1.09029,1.0908,1.09019,1.0908,86,3,0
525,1675267560,1.0908,1.09104,1.09073,1.0909200000000001,107,6,0
526,1675267620,1.09094,1.09099,1.09083,1.09091,71,7,0
527,1675267680,1.09091,1.09097,1.0907499999999999,1.09076,48,6,0
528,1675267740,1.09076,1.09087,1.09072,1.09077,55,6,0
529,1675267800,1.09077,1.09091,1.09072,1.09087,54,2,0
530,1675267860,1.09087,1.09095,1.09085,1.0909200000000001,40,7,0
531,1675267920,1.0909200000000001,1.0909200000000001,1.09071,1.09086,48,4,0
532,1675267980,1.09087,1.09099,1.09076,1.09076,43,5,0
533,1675268040,1.09078,1.0909200000000001,1.09077,1.09086,91,6,0
534,1675268100,1.09085,1.09086,1.0906,1.09061,80,6,0
535,1675268160,1.09061,1.09072,1.0904,1.09057,61,2,0
536,1675268220,1.09057,1.09057,1.09035,1.09037,66,4,0
537,1675268280,1.09037,1.09066,1.09037,1.0906,71,4,0
538,1675268340,1.0906,1.0906,1.09047,1.0905,43,7,0
539,1675268400,1.0905,1.0907,1.09047,1.09057,66,6,0
540,1675268460,1.09057,1.09077,1.09057,1.0907499999999999,55,6,0
541,1675268520,1.0907499999999999,1.0907499999999999,1.09061,1.09064,31,5,0
542,1675268580,1.09064,1.09066,1.09052,1.09052,44,6,0
543,1675268640,1.09052,1.09055,1.09032,1.09033,63,3,0
544,1675268700,1.09033,1.09052,1.09032,1.0905,78,6,0
545,1675268760,1.09051,1.09051,1.09035,1.09046,47,7,0
546,1675268820,1.09046,1.09051,1.09045,1.09051,36,7,0
547,1675268880,1.09051,1.09056,1.09035,1.09035,33,5,0
548,1675268940,1.09035,1.09041,1.09021,1.09025,90,4,0
549,1675269000,1.09025,1.0903100000000001,1.09011,1.0903,111,6,0
550,1675269060,1.09029,1.09041,1.09011,1.09016,111,6,0
551,1675269120,1.09016,1.09036,1.09011,1.09027,91,6,0
552,1675269180,1.09027,1.09044,1.09022,1.09044,107,7,0
553,1675269240,1.09043,1.09046,1.09029,1.09041,81,7,0
554,1675269300,1.09041,1.09041,1.09021,1.09035,82,6,0
555,1675269360,1.09032,1.09045,1.0903100000000001,1.09037,72,7,0
556,1675269420,1.09036,1.09041,1.09021,1.0904,68,6,0
557,1675269480,1.0904,1.09056,1.0903100000000001,1.09051,80,6,0
558,1675269540,1.09052,1.09057,1.0904,1.09057,59,5,0
559,1675269600,1.09057,1.09061,1.09039,1.09044,89,5,0
560,1675269660,1.09044,1.09047,1.09032,1.09046,56,7,0
561,1675269720,1.09046,1.09051,1.0904,1.09041,17,5,0
562,1675269780,1.09041,1.09041,1.09016,1.09021,52,4,0
563,1675269840,1.09021,1.09028,1.09009,1.09013,89,6,0
564,1675269900,1.09013,1.09039,1.09007,1.09028,125,6,0
565,1675269960,1.09029,1.09071,1.09028,1.09071,82,5,0
566,1675270020,1.09071,1.09079,1.09047,1.0906,97,6,0
567,1675270080,1.09061,1.09067,1.09052,1.09057,96,6,0
568,1675270140,1.09057,1.09064,1.09041,1.09041,82,7,0
569,1675270200,1.09041,1.09058,1.09036,1.09058,80,5,0
570,1675270260,1.09058,1.09066,1.09045,1.09066,72,5,0
571,1675270320,1.09066,1.09084,1.0906,1.0906,74,6,0
572,1675270380,1.0906,1.09068,1.09054,1.09056,63,5,0
573,1675270440,1.09055,1.09073,1.09054,1.09056,78,6,0
574,1675270500,1.09056,1.09066,1.0904,1.09046,81,6,0
575,1675270560,1.09046,1.09046,1.09026,1.09027,79,5,0
576,1675270620,1.09027,1.09044,1.09026,1.09035,64,7,0
577,1675270680,1.09035,1.09037,1.09021,1.09027,29,8,0
578,1675270740,1.0903100000000001,1.09045,1.09017,1.09035,137,6,0
579,1675270800,1.09039,1.09068,1.08883,1.09019,386,0,0
580,1675270860,1.09019,1.09036,1.08966,1.08976,199,7,0
581,1675270920,1.08976,1.09,1.08941,1.08955,249,2,0
582,1675270980,1.08956,1.08961,1.0889199999999999,1.08929,302,0,0
583,1675271040,1.08929,1.08975,1.08915,1.08973,223,3,0
584,1675271100,1.08974,1.08978,1.08926,1.08977,228,2,0
585,1675271160,1.08978,1.0901,1.08957,1.08957,176,5,0
586,1675271220,1.08956,1.08956,1.08927,1.08949,169,4,0
587,1675271280,1.08949,1.08967,1.08929,1.08958,136,5,0
588,1675271340,1.08959,1.08971,1.0894,1.08967,148,4,0
589,1675271400,1.08968,1.09011,1.08965,1.09,171,4,0
590,1675271460,1.09,1.09012,1.08994,1.09011,133,7,0
591,1675271520,1.09011,1.09036,1.08995,1.09025,157,4,0
592,1675271580,1.09021,1.09023,1.08987,1.08987,151,5,0
593,1675271640,1.08987,1.08991,1.08946,1.08985,142,5,0
594,1675271700,1.08987,1.08988,1.08944,1.08962,122,5,0
595,1675271760,1.08962,1.08967,1.08936,1.08951,116,6,0
596,1675271820,1.08955,1.08962,1.08937,1.08957,140,4,0
597,1675271880,1.08957,1.08996,1.08951,1.08986,129,6,0
598,1675271940,1.08986,1.08986,1.08965,1.08971,105,6,0
599,1675272000,1.0897000000000001,1.08975,1.08951,1.08965,102,6,0
600,1675272060,1.08965,1.08972,1.08934,1.08936,102,4,0
601,1675272120,1.08937,1.08951,1.08933,1.08944,96,6,0
602,1675272180,1.08945,1.08955,1.08915,1.08946,147,6,0
603,1675272240,1.08947,1.08976,1.08931,1.08971,115,7,0
604,1675272300,1.08972,1.08984,1.08959,1.0896,109,6,0
605,1675272360,1.08959,1.08975,1.08934,1.08935,157,6,0
606,1675272420,1.08935,1.0896,1.08935,1.08959,142,4,0
607,1675272480,1.08959,1.09001,1.08959,1.08997,162,0,0
608,1675272540,1.08997,1.09038,1.08984,1.09038,140,5,0
609,1675272600,1.09039,1.09049,1.08998,1.08998,154,2,0
610,1675272660,1.08998,1.09027,1.08997,1.09011,132,3,0
611,1675272720,1.0901399999999999,1.0905,1.09012,1.0905,124,5,0
612,1675272780,1.0905,1.09055,1.09029,1.09036,112,4,0
613,1675272840,1.09035,1.09043,1.09024,1.09035,110,6,0
614,1675272900,1.09035,1.09051,1.09032,1.09036,89,5,0
615,1675272960,1.09036,1.09056,1.09034,1.09049,116,6,0
616,1675273020,1.09049,1.0906,1.09042,1.09048,111,7,0
617,1675273080,1.0905,1.09071,1.09043,1.09062,114,6,0
618,1675273140,1.09062,1.09077,1.09057,1.0907,78,5,0
619,1675273200,1.09071,1.0909,1.09051,1.09081,145,4,0
620,1675273260,1.09082,1.09086,1.09051,1.09057,100,0,0
621,1675273320,1.09057,1.09065,1.0904,1.09052,110,5,0
622,1675273380,1.09053,1.09083,1.09051,1.09073,114,5,0
623,1675273440,1.09073,1.09086,1.09063,1.09065,77,4,0
624,1675273500,1.09065,1.09088,1.09061,1.0908,116,6,0
625,1675273560,1.09086,1.0912,1.09081,1.09115,127,2,0
626,1675273620,1.09115,1.0912,1.09086,1.09115,105,6,0
627,1675273680,1.09115,1.0912,1.0909200000000001,1.09105,122,5,0
628,1675273740,1.09104,1.09112,1.09079,1.09096,118,4,0
629,1675273800,1.09096,1.091,1.09068,1.09095,142,4,0
630,1675273860,1.09096,1.09105,1.09086,1.091,117,7,0
631,1675273920,1.09102,1.09104,1.09091,1.09104,102,6,0
632,1675273980,1.09104,1.09159,1.09099,1.09149,144,1,0
633,1675274040,1.09149,1.09178,1.09147,1.09171,115,6,0
634,1675274100,1.09171,1.09181,1.09167,1.09181,84,6,0
635,1675274160,1.09179,1.09208,1.09179,1.09182,138,3,0
636,1675274220,1.0918,1.09242,1.09178,1.09238,117,6,0
637,1675274280,1.09238,1.09241,1.09199,1.09212,165,4,0
638,1675274340,1.09213,1.09214,1.09185,1.09191,138,6,0
639,1675274400,1.09191,1.09193,1.0916,1.0916,147,6,0
640,1675274460,1.0916,1.09171,1.09137,1.09169,128,6,0
641,1675274520,1.09169,1.0918,1.0916,1.09169,119,6,0
642,1675274580,1.09168,1.09204,1.09143,1.09191,137,5,0
643,1675274640,1.09191,1.09212,1.09175,1.09181,141,4,0
644,1675274700,1.09182,1.0921,1.09181,1.09205,87,6,0
645,1675274760,1.09205,1.0921,1.09184,1.09185,100,6,0
646,1675274820,1.09184,1.09199,1.09165,1.09167,99,6,0
647,1675274880,1.09167,1.09188,1.09167,1.09184,116,7,0
648,1675274940,1.09184,1.09189,1.09165,1.09171,90,7,0
649,1675275000,1.09171,1.0919699999999999,1.09171,1.09195,77,6,0
650,1675275060,1.09195,1.092,1.09184,1.092,76,5,0
651,1675275120,1.092,1.09205,1.09188,1.09195,70,7,0
652,1675275180,1.09195,1.09209,1.09194,1.09199,89,6,0
653,1675275240,1.09199,1.09206,1.09186,1.0919,62,7,0
654,1675275300,1.09192,1.09196,1.09171,1.09173,95,6,0
655,1675275360,1.09174,1.09174,1.09155,1.09171,95,3,0
656,1675275420,1.09172,1.09173,1.09155,1.09161,71,8,0
657,1675275480,1.09161,1.09187,1.0916,1.09184,72,8,0
658,1675275540,1.09184,1.09184,1.0917,1.09173,62,6,0
659,1675275600,1.09173,1.09189,1.09171,1.09176,81,5,0
660,1675275660,1.09176,1.09195,1.09176,1.09183,82,5,0
661,1675275720,1.09182,1.09215,1.09182,1.09205,73,5,0
662,1675275780,1.09208,1.0921,1.09179,1.09191,69,2,0
663,1675275840,1.09191,1.09191,1.09175,1.09176,55,8,0
664,1675275900,1.09176,1.09185,1.0917,1.0918,68,5,0
665,1675275960,1.0918,1.09191,1.09168,1.0917,74,7,0
666,1675276020,1.0917,1.09188,1.09168,1.09172,79,5,0
667,1675276080,1.09172,1.09176,1.09166,1.09171,51,8,0
668,1675276140,1.09175,1.09185,1.09166,1.09182,82,8,0
669,1675276200,1.09182,1.09184,1.09166,1.09171,52,7,0
670,1675276260,1.09171,1.09192,1.0917,1.09182,75,7,0
671,1675276320,1.09182,1.09192,1.0918,1.09191,41,8,0
672,1675276380,1.0919,1.09207,1.0919,1.09207,58,8,0
673,1675276440,1.09207,1.09215,1.09206,1.09211,49,6,0
674,1675276500,1.09212,1.09212,1.09195,1.09195,53,7,0
675,1675276560,1.09194,1.09205,1.09191,1.09196,57,6,0
676,1675276620,1.09196,1.09202,1.0919,1.09201,34,5,0
677,1675276680,1.09201,1.09204,1.09196,1.09196,37,8,0
678,1675276740,1.09194,1.09213,1.09194,1.09211,32,7,0
679,1675276800,1.09211,1.09227,1.09211,1.09224,49,7,0
680,1675276860,1.09224,1.09235,1.09217,1.09233,40,8,0
681,1675276920,1.09233,1.09233,1.09221,1.09221,43,6,0
682,1675276980,1.09221,1.09227,1.09216,1.09222,38,7,0
683,1675277040,1.09222,1.09222,1.09207,1.0921,43,8,0
684,1675277100,1.0921,1.09211,1.092,1.09207,64,6,0
685,1675277160,1.09207,1.09207,1.09165,1.09177,77,5,0
686,1675277220,1.09177,1.09185,1.09175,1.09184,68,7,0
687,1675277280,1.09184,1.09194,1.09182,1.09187,43,7,0
688,1675277340,1.09187,1.0919699999999999,1.09176,1.09176,34,6,0
689,1675277400,1.09176,1.09181,1.09166,1.09177,50,7,0
690,1675277460,1.09177,1.09177,1.0915,1.09174,74,6,0
691,1675277520,1.09174,1.09179,1.0917,1.09175,27,8,0
692,1675277580,1.09175,1.09177,1.09168,1.09169,50,7,0
693,1675277640,1.09167,1.09177,1.09166,1.09171,38,7,0
694,1675277700,1.09171,1.09179,1.09161,1.09162,73,6,0
695,1675277760,1.09162,1.09166,1.09156,1.0916,64,8,0
696,1675277820,1.09161,1.09176,1.09159,1.09161,82,7,0
697,1675277880,1.09161,1.09181,1.09156,1.09181,43,6,0
698,1675277940,1.09181,1.09184,1.09155,1.09159,67,6,0
699,1675278000,1.09159,1.09173,1.09155,1.09168,68,3,0
700,1675278060,1.09168,1.09173,1.09166,1.0917,57,8,0
701,1675278120,1.0917,1.09181,1.09168,1.09171,59,5,0
702,1675278180,1.09171,1.09184,1.09169,1.0917,60,6,0
703,1675278240,1.0917,1.09179,1.0917,1.09171,29,7,0
704,1675278300,1.0917,1.09176,1.09159,1.09167,49,8,0
705,1675278360,1.09167,1.09169,1.09154,1.09155,46,6,0
706,1675278420,1.09157,1.09169,1.09155,1.09156,65,5,0
707,1675278480,1.09156,1.09164,1.0915300000000001,1.09157,66,8,0
708,1675278540,1.09159,1.09166,1.09157,1.09161,54,8,0
709,1675278600,1.09161,1.09181,1.09159,1.09172,68,7,0
710,1675278660,1.09172,1.09174,1.09165,1.0917,33,7,0
711,1675278720,1.0917,1.0917,1.09146,1.09149,54,6,0
712,1675278780,1.09149,1.09152,1.09135,1.09139,56,3,0
713,1675278840,1.09139,1.09147,1.09133,1.09138,75,7,0
714,1675278900,1.09138,1.09142,1.09133,1.0913599999999999,35,9,0
715,1675278960,1.09134,1.09145,1.09134,1.09135,55,8,0
716,1675279020,1.09135,1.0915300000000001,1.09133,1.09149,51,8,0
717,1675279080,1.09149,1.09152,1.09129,1.0913,56,7,0
718,1675279140,1.0913,1.0913,1.09118,1.09124,55,6,0
719,1675279200,1.09122,1.09133,1.09119,1.09125,67,7,0
720,1675279260,1.09125,1.09132,1.09119,1.0913,53,8,0
721,1675279320,1.09129,1.09133,1.09127,1.09129,41,7,0
722,1675279380,1.09129,1.0913,1.09108,1.09119,51,6,0
723,1675279440,1.09119,1.09134,1.09118,1.09134,36,5,0
724,1675279500,1.09134,1.09134,1.09119,1.09119,52,7,0
725,1675279560,1.09119,1.0912,1.09108,1.09112,28,7,0
726,1675279620,1.09112,1.0912,1.09111,1.09119,32,8,0
727,1675279680,1.09118,1.09121,1.09113,1.09114,32,7,0
728,1675279740,1.09114,1.09123,1.09114,1.09122,21,9,0
729,1675279800,1.09123,1.09129,1.09123,1.09124,35,9,0
730,1675279860,1.09124,1.09132,1.09124,1.09128,36,8,0
731,1675279920,1.09129,1.09129,1.09112,1.09112,41,5,0
732,1675279980,1.09114,1.09116,1.09094,1.09094,49,5,0
733,1675280040,1.09095,1.09102,1.0909200000000001,1.09099,44,8,0
734,1675280100,1.09099,1.09102,1.09084,1.09087,34,8,0
735,1675280160,1.09087,1.09089,1.09079,1.09088,24,5,0
736,1675280220,1.09088,1.09091,1.09084,1.09089,45,8,0
737,1675280280,1.09089,1.0909,1.09079,1.09085,32,7,0
738,1675280340,1.09085,1.09089,1.09077,1.09079,33,8,0
739,1675280400,1.09079,1.09094,1.09079,1.09094,28,7,0
740,1675280460,1.09094,1.09095,1.0909,1.09091,23,8,0
741,1675280520,1.09091,1.09091,1.09079,1.0908,35,4,0
742,1675280580,1.09079,1.09084,1.09077,1.09078,41,6,0
743,1675280640,1.09078,1.09079,1.09073,1.09078,24,9,0
744,1675280700,1.09078,1.0908,1.09064,1.09068,36,8,0
745,1675280760,1.09068,1.09074,1.09068,1.09071,26,9,0
746,1675280820,1.09071,1.09071,1.09056,1.09064,48,5,0
747,1675280880,1.09064,1.09069,1.09063,1.09068,25,7,0
748,1675280940,1.09068,1.09068,1.09057,1.09063,37,7,0
749,1675281000,1.09063,1.09068,1.09062,1.09064,31,8,0
750,1675281060,1.09063,1.09067,1.09062,1.09067,26,9,0
751,1675281120,1.09067,1.09067,1.09043,1.09053,46,1,0
752,1675281180,1.09053,1.09068,1.09052,1.09059,36,4,0
753,1675281240,1.09062,1.09062,1.09056,1.09057,19,7,0
754,1675281300,1.09057,1.09062,1.09056,1.09057,26,8,0
755,1675281360,1.0906,1.09068,1.09057,1.09068,22,8,0
756,1675281420,1.09068,1.09071,1.09045,1.09052,44,8,0
757,1675281480,1.09052,1.09063,1.09042,1.0906,58,6,0
758,1675281540,1.0906,1.09072,1.09054,1.09072,51,9,0
759,1675281600,1.09072,1.0907499999999999,1.09056,1.09058,61,8,0
760,1675281660,1.09057,1.09078,1.09055,1.0907499999999999,43,7,0
761,1675281720,1.0907499999999999,1.09082,1.0907499999999999,1.09081,17,6,0
762,1675281780,1.09081,1.09099,1.09081,1.09095,44,7,0
763,1675281840,1.09095,1.09106,1.0909200000000001,1.09105,27,6,0
764,1675281900,1.09105,1.09123,1.09105,1.0912,91,6,0
765,1675281960,1.0912,1.09126,1.09116,1.09124,41,8,0
766,1675282020,1.09124,1.09127,1.0912,1.09124,29,7,0
767,1675282080,1.09124,1.09145,1.09122,1.09135,49,6,0
768,1675282140,1.09135,1.09148,1.0913,1.09146,36,8,0
769,1675282200,1.09147,1.09147,1.09132,1.09141,65,7,0
770,1675282260,1.09141,1.09141,1.09129,1.09135,48,7,0
771,1675282320,1.09135,1.09142,1.09131,1.09134,43,2,0
772,1675282380,1.09134,1.09139,1.0913,1.09139,19,8,0
773,1675282440,1.09139,1.0915300000000001,1.09139,1.09151,51,8,0
774,1675282500,1.09151,1.09162,1.09149,1.0916,40,4,0
775,1675282560,1.0916,1.0916,1.0915300000000001,1.09156,18,6,0
776,1675282620,1.09156,1.09166,1.09155,1.09161,24,5,0
777,1675282680,1.09161,1.09173,1.0916,1.09171,46,7,0
778,1675282740,1.09171,1.09176,1.0916,1.09166,63,3,0
779,1675282800,1.09166,1.09182,1.09165,1.09181,33,6,0
780,1675282860,1.09182,1.09187,1.09163,1.09168,57,6,0
781,1675282920,1.09168,1.0918,1.09165,1.09177,81,6,0
782,1675282980,1.09177,1.09189,1.09167,1.09188,65,5,0
783,1675283040,1.09188,1.09193,1.09176,1.09177,54,6,0
784,1675283100,1.09177,1.09185,1.09151,1.09159,64,4,0
785,1675283160,1.09161,1.09178,1.0916,1.09167,48,7,0
786,1675283220,1.09167,1.09188,1.09166,1.09187,38,7,0
787,1675283280,1.09187,1.09187,1.09171,1.09176,67,6,0
788,1675283340,1.09176,1.09179,1.09157,1.09167,66,7,0
789,1675283400,1.09167,1.09172,1.09165,1.09171,28,7,0
790,1675283460,1.09171,1.09177,1.09167,1.09171,41,8,0
791,1675283520,1.09171,1.09171,1.09151,1.09155,37,6,0
792,1675283580,1.09155,1.09166,1.09155,1.09162,23,7,0
793,1675283640,1.09161,1.09171,1.09157,1.09162,39,5,0
794,1675283700,1.09162,1.09162,1.09143,1.09145,34,9,0
795,1675283760,1.09146,1.09147,1.09141,1.09142,30,7,0
796,1675283820,1.09142,1.09148,1.09141,1.09142,21,7,0
797,1675283880,1.09142,1.09145,1.09141,1.09142,6,8,0
798,1675283940,1.09141,1.09159,1.09141,1.09159,38,6,0
799,1675284000,1.09162,1.09202,1.09161,1.09172,100,1,0
800,1675284060,1.09172,1.09179,1.09158,1.09178,94,5,0
801,1675284120,1.09178,1.09188,1.09176,1.09187,44,5,0
802,1675284180,1.09187,1.09187,1.09162,1.09163,51,0,0
803,1675284240,1.09163,1.09166,1.09149,1.09157,64,6,0
804,1675284300,1.09157,1.09157,1.0914,1.09156,47,6,0
805,1675284360,1.09156,1.09156,1.09126,1.09129,42,6,0
806,1675284420,1.09128,1.09131,1.09096,1.09096,76,5,0
807,1675284480,1.09097,1.09101,1.09085,1.09087,51,7,0
808,1675284540,1.09087,1.09094,1.09081,1.09087,42,6,0
809,1675284600,1.09086,1.09098,1.09086,1.09091,61,6,0
810,1675284660,1.09093,1.09111,1.0909200000000001,1.09107,51,7,0
811,1675284720,1.09107,1.0912,1.091,1.09119,27,7,0
812,1675284780,1.09119,1.09125,1.09115,1.09116,59,8,0
813,1675284840,1.09116,1.09131,1.09115,1.09128,46,6,0
814,1675284900,1.09127,1.09144,1.09127,1.09138,37,8,0
815,1675284960,1.09138,1.09156,1.09135,1.09154,51,7,0
816,1675285020,1.09154,1.09159,1.09152,1.09154,57,7,0
817,1675285080,1.09154,1.09155,1.0913599999999999,1.0915,100,6,0
818,1675285140,1.0915,1.09155,1.09131,1.09148,78,4,0
819,1675285200,1.09143,1.09159,1.08915,1.09111,368,0,0
820,1675285260,1.09112,1.09252,1.09068,1.09176,374,0,0
821,1675285320,1.09174,1.09224,1.09064,1.09069,298,0,0
822,1675285380,1.09069,1.0913599999999999,1.09017,1.0907499999999999,278,0,0
823,1675285440,1.0907499999999999,1.09097,1.08978,1.08984,299,1,0
824,1675285500,1.08986,1.09076,1.08972,1.09067,306,3,0
825,1675285560,1.09068,1.09068,1.08908,1.0893,317,0,0
826,1675285620,1.0893,1.09079,1.08912,1.0905,277,0,0
827,1675285680,1.09049,1.09102,1.0904,1.091,248,0,0
828,1675285740,1.091,1.09107,1.09041,1.091,236,2,0
829,1675285800,1.09101,1.09184,1.09083,1.09083,278,3,0
830,1675285860,1.09083,1.09154,1.09071,1.09154,222,0,0
831,1675285920,1.09154,1.09159,1.09114,1.09151,221,3,0
832,1675285980,1.09151,1.09161,1.09087,1.09117,240,2,0
833,1675286040,1.09116,1.09143,1.09098,1.09113,217,6,0
